text,intent
"I was wondering, how to detect a cycle in a linked list using floyd algorithm?",algorithms
Kindly explain hey there right now,greeting
Teach me about explain nginx reverse proxy configuration?,git_devops
Could you please explain do you know any programming jokes?,jokes
Kindly explain what should i call you with an example,bot_identity
Show me how to describe this in one line for beginners,summarize_simplify
Please tell me git reset --soft head~1 in clean code,git_devops
How do I qpowieurytlaksjdhfg with best practices,unknown
"Atlas, what is oauth 2.0 authorization framework and flow with an example",cybersecurity
"Atlas, who engineered your backend with best practices",creator
Can you help me with have a great evening for beginners,goodbye
Quick question: thanks a lot in detail,thanks
Give me an example of how does quicksort algorithm work and what is its average complexity please,algorithms
what is the identity of this assistant!,bot_identity
"Give me an example of df.groupby('category').agg({'price': ['mean', 'median', 'count']})?",data_science
I'm curious about you nailed this answer!,positive_feedback
How do I namaste please,greeting
Do you know show me your capabilities right now,capabilities
Quick question: fix this indexerror: list index out of range step by step,code_debugging
Please tell me explain python decorators with a code example for beginners,python
"I was wondering, is it going to rain today in detail",weather
Can you help me with which team built this platform for beginners,creator
Teach me about i need help!,help
"Atlas, catch you later with an example",goodbye
"I was wondering, explain in 2 sentences with code snippet",summarize_simplify
Give me an example of explain gradient descent optimization and learning rate please,machine_learning
Please tell me how to implement infinite scrolling with intersectionobserver in react in clean code,web_development
Could you please explain bye?,goodbye
"Atlas, where can i report a bug with code snippet",contact
"Hey Atlas,  with code snippet",unknown
Bad response,negative_feedback
Teach me about tell me the current time and day with code snippet,time
What is the best way to do you know my name in detail,user_name_query
I'm curious about thanks right now,thanks
Teach me about what are your capabilities and limitations right now,capabilities
Please tell me how do i pin a chat to the top with an example,chat_management
"Hey Atlas, i need help right now",help
I need help,help
Can you turn on the physical lights in my house,unsupported_tasks
Please tell me explain topological sort using kahn's algorithm with indegrees with code snippet,algorithms
how to attach a file to my message with code snippet,app_features
"Hey Atlas, who created you?",creator
"I want to ask, how long have you existed step by step",age
